Etapa,Termino,Notificacion,MacroEtapa
TRAMITES,DESECHA,,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCIÓN. ADMITE DEMANDA.,SOLICITADA,04. Emplazamiento sin sentencia
TRAMITES,REMITE AUTO DIVERSO/ AUTORIZA  ABOGADOS,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA DOCUMENTOS,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA DATOS,,04. Emplazamiento sin sentencia
TRAMITES,DESECHA/ORDENA OFICIO,,04. Emplazamiento sin sentencia
TRAMITES,AGREGA A LOS AUTOS/ORDENA VISTA,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIOS DE BUSQUEDA,,04. Emplazamiento sin sentencia
TRAMITES,NO HA LUGAR,,04. Emplazamiento sin sentencia
TRAMITES,ARCHIVO MAESTRO,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA CONSTANCIAS DE EDICTOS,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA DOCUMENTO,,04. Emplazamiento sin sentencia
TRAMITES,COMUNICA PUBLICACIÓN DE EDICTOS BJ,,04. Emplazamiento sin sentencia
TRAMITES,SE EMPLACE POR EDICTOS,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO - IMSS,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIO,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO - AGUA,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO - CFE,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO - ICV,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO - GAS,,04. Emplazamiento sin sentencia
TRAMITES,RINDE INFORME (IMSS),,04. Emplazamiento sin sentencia
TRAMITES,PESQUISAS,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA / AUTORIZA TV,,04. Emplazamiento sin sentencia
TRAMITES,PREVENCION,,04. Emplazamiento sin sentencia
TRAMITES,COMUNICA PUBLICACIÓN,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA EMPLAZAR POR EDICTOS,,04. Emplazamiento sin sentencia
TRAMITES,REGULARIZA PROCEDIMIENTO/BAJA DE SENTENCIA,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,RINDE INFORME,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA / ORDENA RATIFICAR,,04. Emplazamiento sin sentencia
TRAMITES,PREVENCIÓN,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA NUEVO DOMICILIO,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA TRIBUNAL VIRTUAL,,04. Emplazamiento sin sentencia
TRAMITES,RATIFICACION,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA RATIFICAR,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIO RECORDATORIO,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA ABOGADOS,,04. Emplazamiento sin sentencia
TRAMITES,"COMPARECENCIA, RATIFICA ESCRITO",,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIOS,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA NUEVO DOMICILIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA OÍR Y RECIBIR / REMITE AUTO DIVERSO,,04. Emplazamiento sin sentencia
TRAMITES,ANEXA DOCUEMNTOS Y SOBRE CERRADO,,04. Emplazamiento sin sentencia
TRAMITES,REMITE A PROVEÍDO DIVERSO.,,04. Emplazamiento sin sentencia
TRAMITES,DECRETA NULIDAD DE EMPLAZAMIENTO.,,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCIÓN. ADMITE DEMANDA.,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE HABILITA HORARIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA DOMICILIO PARA EMPLAZAR,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCIÓN- SE ADMITE,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA  DOMICILIO PARA EMPLAZAR,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA SOBRE CERRADO Y ANEXA DOCUMENTOS,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA/ AUTORIZA  ABOGADOS Y TV,,04. Emplazamiento sin sentencia
TRAMITES,EXPEDIENTE EN ARCHIVO MUERTO,,04. Emplazamiento sin sentencia
TRAMITES,NOTIFICACIÓN POR EDICTOS,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIO RECORDATORIO - AGUA,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO - NATURGY,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIOS DE BÚSQUEDA,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA TV,,04. Emplazamiento sin sentencia
TRAMITES,SUSPENDE DICTADO DE SENTENCIA,,04. Emplazamiento sin sentencia
TRAMITES,PROPORCIONA DATOS,,04. Emplazamiento sin sentencia
TRAMITES,APERCIBE PROPORCIONEN DATOS,,04. Emplazamiento sin sentencia
TRAMITES,HACE MANIFESTACIONES,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA,SOLICITADA,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA. CAUSA EJECUTORIA,,04. Emplazamiento sin sentencia
TRAMITES,APERCIBE PROPORCIONEN DATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE REMITE A RESOLUCION DIVERSA,,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCIÓN-SE ADMITE,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE ORDENA OFICIOS DE BUSQUEDA,,04. Emplazamiento sin sentencia
TRAMITES,SE RESERVA/ARCHIVO MAESTRO,,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PARCIALMENTE CON PREVENCION,,04. Emplazamiento sin sentencia
TRAMITES,SE GIRAN INSTRUCCIONES,,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCIONES - ADMITE,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,INACTIVIDAD PROCESAL,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA BIEN PARA EMBARGO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ACREDITA VIGENCIA DE MANDATO,,04. Emplazamiento sin sentencia
TRAMITES,REMITE AUTO DIVERSO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO CFE,,04. Emplazamiento sin sentencia
TRAMITES,SE ORDENA OFICIO RECORDATORIO,,04. Emplazamiento sin sentencia
TRAMITES,AGREGUESE A LOS AUTOS-AYD-SE DA VISTA,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA ICV// ORDENA VISTA,,04. Emplazamiento sin sentencia
TRAMITES,AGREGUESE A LOS AUTOS/MP/ SE GIRA OFICIO A AEI,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA / DESECHA,,04. Emplazamiento sin sentencia
TRAMITES,REVOCA Y AUTORIZA ABOGADOS,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA/AUTORIZA TV,,04. Emplazamiento sin sentencia
TRAMITES,ACLARA ASPECTO,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA SOBRE CERRADO / REMITE AUTO DIVERSO,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA / AUTORIZA TV / SEÑALA DOMICILIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA NUEVO DOMICILIO PARA EMPLAZAR.,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,AGREGA EDICTOS (POE),,04. Emplazamiento sin sentencia
TRAMITES,AGREGA EDICTO (ABC),,04. Emplazamiento sin sentencia
TRAMITES,AGREGA EDICTOS (BJ),,04. Emplazamiento sin sentencia
TRAMITES,ACLARACION,,04. Emplazamiento sin sentencia
TRAMITES,PROPORCIONA INFORMACIÓN. ORDENA OFICIO (IMSS),,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO (AYD),,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIO RECORDATORIO (AYD),,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO (ICV),,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO (CFE),,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO (GAS NAT),,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO (IMSS),,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIOS DE BÚSQUEDA.,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA DOMICILIO,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO IMSS,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO AYD,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO INE,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO SAT 3,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO SAT 2,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO SAT 1,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO ICV / SE DA VISTA,,04. Emplazamiento sin sentencia
TRAMITES,SE ORDENAN OFICIOS DE BUSQUEDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA DOCUMENTOS ORIGINALES Y PLIEGO DE POSICIONES,,04. Emplazamiento sin sentencia
TRAMITES,NO ES PARTE,,04. Emplazamiento sin sentencia
TRAMITES,CERTIFICACION,,04. Emplazamiento sin sentencia
TRAMITES,SE RESERVE/EXPEDIENTE ARCHIVO MUERTO,,04. Emplazamiento sin sentencia
TRAMITES,REMITE A DIVERSO AUTO,,04. Emplazamiento sin sentencia
TRAMITES,PROVEE PETICION.,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA ABOGADA Y TRIBUNAL VIRTUAL,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA ABOGADO Y T.V.,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA ABOGADOS Y TV,,04. Emplazamiento sin sentencia
TRAMITES,RINDE INFORME (RPPC),,04. Emplazamiento sin sentencia
TRAMITES,"REMITE AUTO DIVERSO, AUTORIZA ABOGADOS Y TV",,04. Emplazamiento sin sentencia
TRAMITES,HABILITA HORARIO,,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCION. ADMITE DEMANDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ORDENA NOTIFICACIÓN,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA TRASLADO Y SOBRE DE POSICIONES,,04. Emplazamiento sin sentencia
TRAMITES,SE REMITE A DIVERSA RESOLUCION,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO ICV,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA NOTIFICACIÓN,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,TRASLADOS/ SOBRE CERRADO,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA DOMICILIO PARA EMPLAZAR,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO TELMEX,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO A Y D,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA NATURGY,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA AEI,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA CFE,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIOS DE BUSQUEDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA DOCUMENTOS/SOBRE CERRADO,,04. Emplazamiento sin sentencia
TRAMITES,SE HABILITA HORARIO,,04. Emplazamiento sin sentencia
TRAMITES,COMUNICA PUBLICACIÓN DE EDICTOS EN BJ,,04. Emplazamiento sin sentencia
TRAMITES,AUTOS A DISPOSICIÓN,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO GAS,,04. Emplazamiento sin sentencia
TRAMITES,SE GIRAN INSTRUCCIONES AL ARCHIVO MAESTRO,,04. Emplazamiento sin sentencia
TRAMITES,SE NOTIFIQUE MEDIANTE TABLA DE AVISOS,,04. Emplazamiento sin sentencia
TRAMITES,SE ADMITE,,04. Emplazamiento sin sentencia
TRAMITES,DICTA PROVEÍDO,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA / AUTORIZA Y REVOCA TV,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA NOTIFICACIÓN,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CONSTITUYA ACTUARIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA DOMCIILIO PARA EMPLAZAR,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA DOCUMENTOS// TRASLADO,,04. Emplazamiento sin sentencia
TRAMITES,DESE VISTA A PARTE ACTORA,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO - INE,,04. Emplazamiento sin sentencia
TRAMITES,SE CONSTITUYA DE NUEVA CUENTA ACTUARIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ARCHIVO MUERTO,,04. Emplazamiento sin sentencia
TRAMITES,ACREDITA MANDATO. SE DESECHA,,04. Emplazamiento sin sentencia
TRAMITES,HABILITA HORARIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CONSTITUYASE DE NUEVA CUENTA,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO NATURGY,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO MP,,04. Emplazamiento sin sentencia
TRAMITES,SE ORDENA OFICIO,,04. Emplazamiento sin sentencia
TRAMITES,HABILITAN DÍAS Y HORAS,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA,,04. Emplazamiento sin sentencia
TRAMITES,QUE SE ESTE A LO ORDENADO,,04. Emplazamiento sin sentencia
TRAMITES,SE HABILITA HORARIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,PREVENCION A DEMANDADA CUMPLIMIENTO DE SENTENCIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,HABILITA HORAS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA SOBRE CERRADO,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA DOCUMENTOS EN ORIGINAL,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA NOTIFICACIONES POR TABLA,,04. Emplazamiento sin sentencia
TRAMITES,EXPEDIENTE A DISPOSICIÓN,,04. Emplazamiento sin sentencia
TRAMITES,EXOEDIENTE A DISPOSICIÓN,,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCIÓN ADMITE DEMANDA,SOLICITADA,04. Emplazamiento sin sentencia
TRAMITES,OFICIO RECORDATORIO,,04. Emplazamiento sin sentencia
TRAMITES,CONSTANCIA DE AUDIENCIA,,04. Emplazamiento sin sentencia
TRAMITES,ACLARA FECHA,,04. Emplazamiento sin sentencia
TRAMITES,RINDE INFORME (CFE),,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIO (IMSS),,04. Emplazamiento sin sentencia
TRAMITES,RINDE INFORME (AYD),,04. Emplazamiento sin sentencia
TRAMITES,RINDE INFORME (ICV),,04. Emplazamiento sin sentencia
TRAMITES,RINDE INFORME (GAS),,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PRVEENCIÓN.ADMITE DEMANDA,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCIÓN- SE ADMITE,SOLICITADA,04. Emplazamiento sin sentencia
TRAMITES,ANEXA DOCUMENTOS / Y SOBRE CERRADO,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA RECIBIR DOCUMENTOS,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO AYD / SE DA VISTA,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO / SE ORDENA VISTA,,04. Emplazamiento sin sentencia
TRAMITES,OFICIOS DE BUSQUEDA,,04. Emplazamiento sin sentencia
TRAMITES,"ALLEGA DOCUMENTOS, TRASLADO Y PLIEGO DE POSICIONES",,04. Emplazamiento sin sentencia
TRAMITES,DESTRUCCION DOCUMENTAL,,04. Emplazamiento sin sentencia
TRAMITES,REVOCA Y AUTORIZA TV,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA CERTIFCADO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,GIRA OFICIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE TIENE POR NOTIFICADO,,04. Emplazamiento sin sentencia
TRAMITES,HACE MANIFESTACIONES,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ORDENA NOTIFICAR POR BOLETIN,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA ACCESO A TRIBUNAL VIRTUAL,,04. Emplazamiento sin sentencia
TRAMITES,PREVENCIÓN,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SANCIONA CESION,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CAUSA EJECUTORIA,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIO DE CANCELACION,,04. Emplazamiento sin sentencia
TRAMITES,SE AUTORIZA TRIBUNAL VIRTUAL,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA A PROCEDIMIENTO,,04. Emplazamiento sin sentencia
TRAMITES,SE OTORGA ESCRITURA EN REBELDIA,,04. Emplazamiento sin sentencia
TRAMITES,SE HACE PREVENCION ENTREGA VOLUNTARIA,,04. Emplazamiento sin sentencia
TRAMITES,AUDIENCIA REMATE TERCERA ALMONEDA,,04. Emplazamiento sin sentencia
TRAMITES,CAUSA EJECUTORIA SENTENCIA INTERLOCUTORIA,,04. Emplazamiento sin sentencia
TRAMITES,SE SEÑALA FECHA PARA AUDIENCIA DE REMATE TERCERA ALMONEDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE ORDENA NOTIFICACION POR ESTRADOS,,04. Emplazamiento sin sentencia
TRAMITES,AUDIENCIA SEGUNDA ALMONEDA,,04. Emplazamiento sin sentencia
TRAMITES,AGREGA PUBLICACION DE EDICTOS,,04. Emplazamiento sin sentencia
TRAMITES,SE SEÑALA FECHA PARA AUDIENCIA SEGUNDA ALMONEDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE HACE PREVENCION RESPECTO DE INCIDENTE,,04. Emplazamiento sin sentencia
TRAMITES,AGREGA PUBLICACION DE EDICTO,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA INFONAVIT,,04. Emplazamiento sin sentencia
TRAMITES,SE FIJA FECHA PARA AUDIENCIA DE REMATE,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE RESERVA SE ACTUALICE CERTIFICADO DE GRAVAMENES,,04. Emplazamiento sin sentencia
TRAMITES,SE PONENE A LA VISTA AVALUOS,,04. Emplazamiento sin sentencia
TRAMITES,RINDE DICTAMEN,,04. Emplazamiento sin sentencia
TRAMITES,ACEPTA CARGO PERITO EN REBELDIA,,04. Emplazamiento sin sentencia
TRAMITES,DESIGNA PERITO EN REBELDIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA DICTAMEN,,04. Emplazamiento sin sentencia
TRAMITES,SE DA POR NOTIFICACO Y ACEPTA CARGO,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA DOMICLIO DE TERCER ACREEDOR,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,DESIGNA PERITO Y SE PREVIENE PARTE DEMANDADA,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA CERTIFICADO DE GRAVAMENES,,04. Emplazamiento sin sentencia
TRAMITES,INSCRIPCION DE EMBARGO,,04. Emplazamiento sin sentencia
TRAMITES,SE DECLARA EMBARGO Y SE ORDENA OFICIO,,04. Emplazamiento sin sentencia
TRAMITES,CAUSA EJECUTORIA Y SE PREVIENE PARTE DEMANDADA,,04. Emplazamiento sin sentencia
TRAMITES,NOTIFICACIÓN DE SENTENCIA,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA EN SENTIDO NEGATIVO Y SE SEÑALA FECHA PARA AUDIENCIA PRELIMINAR,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA PUBLICACIÓN DE EDICTOS (PERIODICO OFICIAL DEL ESTADO ),,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA PUBLICACIÓN DE EDICTOS (PERIODICO MILENIO ESTATAL Y NACIONAL),,04. Emplazamiento sin sentencia
TRAMITES,ORDENA EMPLAZAMIENTO POR EDICTOS,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA NUEVO DOMICILIO PARA EMPLAZAR,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO I.N.E. Y ORDENA VISTA,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO AGENCIA ESTATAL DE INVESTIGACIONES,,04. Emplazamiento sin sentencia
TRAMITES,REMITE AUTO DIVERSO / AUTORIZA ABOGADOS,,04. Emplazamiento sin sentencia
TRAMITES,ACUERDA ESCRITO,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA NOTIFICACION POR TABLA,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO (RFE),,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO (AEI),,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO (SADM),,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCION Y ADMISION,SOLICITADA,04. Emplazamiento sin sentencia
TRAMITES,COMUNICA RESOLUCION,,04. Emplazamiento sin sentencia
TRAMITES,REMITE AUTO DIVERSO/AUTORIZA,,04. Emplazamiento sin sentencia
TRAMITES,ACREDITA PERSONALIDAD,,04. Emplazamiento sin sentencia
TRAMITES,SE TIENE POR NO PRESENTADO,,04. Emplazamiento sin sentencia
TRAMITES,ACLARA ASPECTO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE CONSTITUYA ACTUARIO,,04. Emplazamiento sin sentencia
TRAMITES,DICTA PROVEÍDO / AUTORIZA TRIBUNAL VIRTUAL,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIO / NO HA LUGAR,,04. Emplazamiento sin sentencia
TRAMITES,RINDE INFORME / ORDENA DAR VISTA,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA NUEVO DOMICILIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,RATIFICA,,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCION Y ADMITE,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA  / AUTORIZA TV,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA ABOGADO Y TV,,04. Emplazamiento sin sentencia
TRAMITES,ADMITE DEMANDA,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA DOMICILIO / NO HA LUGAR,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA / AUTORIZA TRIBUNAL VIRTUAL,,04. Emplazamiento sin sentencia
TRAMITES,LEGAJO DE PROMOCIONES,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA ABOGADO,,04. Emplazamiento sin sentencia
TRAMITES,DESECHA PETICION,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA PERSONA Y TRIBUNAL VIRTUAL,,04. Emplazamiento sin sentencia
TRAMITES,EXPEDIENTE  SU DISPOSICION,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA Y CAUSA EJECUTORIA,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA Y AUTORIZA T.V.,,04. Emplazamiento sin sentencia
TRAMITES,EXPEDIENTE A SU DISPOSICION,,04. Emplazamiento sin sentencia
TRAMITES,CAUSA EJECUTORIA Y PREVENCION,SOLICITADA,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA/AUTORIZA ABOGADOS Y TV,,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA PERSONA,,04. Emplazamiento sin sentencia
TRAMITES,CAUSA EJECUTORIA Y PREVIENE,,04. Emplazamiento sin sentencia
TRAMITES,"CUMPLE PREVENCION, SE ADMITE A TRAMITE.",,04. Emplazamiento sin sentencia
TRAMITES,COMUNICA FOLIO DE NOTIFICACIÓN,,04. Emplazamiento sin sentencia
TRAMITES,CONSTITUYA AL ACTUARIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA MP/SE ORDENA OFICIO AEI,,04. Emplazamiento sin sentencia
TRAMITES,SE AGREGA A LOS AUTOS-AYD-SE DA VISTA,,04. Emplazamiento sin sentencia
TRAMITES,SE ORDENA OFICIO DE BUSQUEDA,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA NOTIFICACION,SOLICITADA,04. Emplazamiento sin sentencia
TRAMITES,AGREGA A LOS AUTOS-ORDENA VISTA,,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIOS DE BUSQUEDA,SOLICITADA,04. Emplazamiento sin sentencia
TRAMITES,"ALLEGA DOCUMENTOS, TRASLADOS Y SOBRE CERRADO",,04. Emplazamiento sin sentencia
TRAMITES,REGULARIZA,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CONSTITUYA ACTUARIO,SOLICITADA,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA FECHA PARA  AUDIENCIA DE PRUEBAS Y ALEGATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,AUTORIZA PARA OIR Y RECIBIR,,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA SOBRE CERRADO Y DOCUMENTOS,,04. Emplazamiento sin sentencia
TRAMITES,NO HA LUGAR,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ALLEGA CERTIFICADO DE GRAVÁMENES,,04. Emplazamiento sin sentencia
TRAMITES,SE SEÑALA FECHA RATIFICACION,,04. Emplazamiento sin sentencia
TRAMITES,REMITE AUTO DIVERSO-NO HA LUGAR,,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA - ORDENA RATIFICAR CONVENIO,,04. Emplazamiento sin sentencia
TRAMITES,NOTIFICACIÓN POR TABLA DE AVISOS,,04. Emplazamiento sin sentencia
TRAMITES,PREVENCIÓN,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
